t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,mean,median,max,min
20180930_0000,87.90633599536531,82.9603886422875,79.33717243741489,76.63758557073058,73.75888202641163,71.8369669906313,70.58564222274542,68.95233440402521,67.29273338419154,66.36269912534503,65.16483992548629,64.23177115843967,62.81406442459504,62.816511803388345,61.796839911384296,61.33680710617981,60.78668811210011,60.3286468049538,69.16149500253755,66.82771625476829,87.90633599536531,60.3286468049538
20180930_0030,87.66277209320951,82.64183830675582,78.75738598639411,76.72579775198342,74.66820328519606,72.51039042342981,71.21307322271427,68.81981699284988,67.1944185797255,64.99360419077786,64.4230671933026,63.084858305329384,62.040797021641744,61.33990866100271,60.105132293721795,58.94346523599514,57.209038037301966,55.818761190248054,68.23068493175441,66.09401138525168,87.66277209320951,55.818761190248054
20180930_0100,88.39243842618086,83.44846158802645,79.61085774600204,76.54501753365494,73.75149968738911,71.74392860908098,69.75614179465815,68.80077306915601,66.86172787094034,65.47555954176688,64.01656904219546,62.77754610087777,61.1259637325988,60.19622687015128,58.63101895690755,57.369305360582565,56.06742707176744,54.86745806339318,67.7465511702961,66.1686437063536,88.39243842618086,54.86745806339318
20180930_0130,88.41464412549303,83.68788490212664,80.38869870076304,77.19064441058782,75.03823865949416,72.28773841961853,70.48189360306142,68.78549284887887,67.12127514872994,65.20615344245088,64.52259315433756,63.28441608284708,62.460803466021,61.863950004613024,61.15009930653471,60.10360377623629,58.69809398729113,57.35025963619385,68.77980464862661,66.16371429559041,88.41464412549303,57.35025963619385
20180930_0200,88.5799483666104,83.5072488989438,79.12475111985529,76.63884077304485,74.61904492639638,72.93004614843377,71.47191502612891,70.48356575546435,69.14644275486836,68.26003631567112,67.74096169530026,67.35042678477771,66.68816850419614,65.44959199530524,64.72623320934918,63.666001828575894,63.55781871809343,63.0958869312034,70.94649609734546,68.70323953526974,88.5799483666104,63.0958869312034
20180930_0230,88.64894467554288,84.04112438343138,80.09993497381839,77.54420273542286,75.77330345382076,74.47006293191315,73.66680998819739,72.606462173535,72.42481282339138,71.70313245242205,70.52418295623193,69.65000564292875,68.25043166423164,68.01740818765973,68.07986156189862,67.0151408288236,66.89891607884307,65.86061285319438,73.07085279807262,72.06397263790672,88.64894467554288,65.86061285319438
20180930_0300,89.1456845053896,84.99494630877037,81.69294514646262,79.20690545191871,77.28944356109764,75.46148645477946,74.68689837911691,73.2476036855265,71.68833296080615,69.91039807095541,69.03136485695214,68.48666163792736,67.24829639476361,66.40514580749372,65.20910559672419,64.39579081739774,63.1630422950353,61.621296526513134,72.38251935875724,70.79936551588078,89.1456845053896,61.621296526513134
20180930_0330,89.74741271983247,85.75329177209609,82.4363218586443,79.90246538239246,77.78008081963928,75.77534652215593,74.03068730215281,72.90163956694785,71.6821920405793,70.2685659552856,69.87590437138167,68.82313012036857,67.47775831991187,65.95320540004475,64.42450368613738,62.70430707506053,61.28517242068915,59.99976778478294,72.26787517322795,70.97537899793244,89.74741271983247,59.99976778478294
20180930_0400,89.79097716142768,85.51247595644551,82.92567592318169,80.46373520806952,78.14480990091991,76.30666626000142,74.71386302706989,73.29097048222636,71.75542314495857,70.24581251520503,68.59042798581729,67.08495929322743,64.75433461748143,63.21045843323441,61.73872965670667,60.601750388249464,59.903884280480256,58.64863505476128,71.53797718274798,71.00061783008181,89.79097716142768,58.64863505476128
20180930_0430,89.85212590773334,85.40967086386935,82.13910449784768,78.95373303988197,76.40880584749794,74.48060263784024,72.98265025961041,70.96667191015847,69.1947608844219,67.17759129674174,65.5839467519252,63.58511647375331,61.191157208158465,59.40554754487757,57.435109145328866,54.8637298176893,53.56660052589975,51.57473441914898,68.59842550179914,68.18617609058182,89.85212590773334,51.57473441914898
