t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,mean,median,max,min
20190630_0000,96.09664161049334,94.61105574296039,93.58047674094982,92.7264727382752,92.08114828027037,91.78828091708135,91.28985207657512,90.76797998893663,90.22243368621386,89.79445007108039,89.45400330977075,89.1654088536945,88.7351155590406,88.51996891171365,88.27941578966211,88.12201113034561,87.95940969210817,87.74091400947661,90.6075021727027,90.00844187864712,96.09664161049334,87.74091400947661
20190630_0030,96.38003928764864,95.16168334062807,94.21044183014385,93.27225000895001,92.60036423646038,92.00423595224045,91.4112257353731,90.83415230719662,90.32890991210515,89.61683571596024,89.02059194776429,88.4969876004855,88.33103712694344,88.03204911302532,87.73744949019598,87.28787037154659,86.875823545104,86.26491331195339,90.43704782409583,89.97287281403268,96.38003928764864,86.26491331195339
20190630_0100,96.33696376459284,95.09019875947114,94.18411148361109,93.47619471060294,92.85546833949056,92.45727959017047,92.28093555878654,91.72822924955048,91.28338497391795,90.84916522407933,90.29784472255552,89.76904359635579,89.06020295153945,88.72472200119871,88.43451076945819,88.3627952203492,88.12443629384205,87.83826700126224,91.17520856726858,91.06627509899863,96.33696376459284,87.83826700126224
20190630_0130,96.4996806868063,95.17658077353477,94.21367538147244,93.52111797727505,92.8949638592897,92.26453683419157,91.78262220225632,91.0837131793778,90.55468108522602,89.88591338008895,89.3769754977648,88.76618074859023,88.33750422960061,87.98804971816135,87.6022177542755,87.24987614343573,86.67095497164291,86.28200494040449,90.56395829796637,90.22029723265749,96.4996806868063,86.28200494040449
20190630_0200,96.61747434234763,95.41632550775418,94.68138548435712,94.06412363252537,93.3522804043325,92.6601849360392,91.94175912121314,91.32137920202882,90.75596965543046,90.25442274757167,89.59073633737951,88.97047190217121,88.461072083943,87.83988377692653,87.51341057671542,87.06891275301095,86.7725808705413,86.55258389622148,90.7686087350283,90.50519620150106,96.61747434234763,86.55258389622148
20190630_0230,96.54414201757436,95.20522079958795,94.10304173244441,93.26462806653262,92.50508995624313,91.77442283995885,91.3063662851461,90.65203407701165,90.12173165912364,89.60840538571071,89.08918942952072,88.57332250863531,88.07662592776938,87.61688421923016,87.08311728206152,86.60224200591047,86.40869086209942,86.06316280584487,90.25546210335584,89.86506852241718,96.54414201757436,86.06316280584487
20190630_0300,96.44124579493972,95.1182613656442,93.98397775316685,93.19083380585526,92.46293830499549,91.62937496607658,90.99733116531415,90.30200214569227,89.75841907056187,89.11990816714227,88.37711523337579,87.76297144889661,87.06152177854561,86.81045961467616,86.45592380829198,86.08741444080927,85.3132098655651,84.5818498454247,89.74748658749854,89.43916361885206,96.44124579493972,84.5818498454247
20190630_0330,96.47057872484903,95.25510987722899,94.17706696107382,92.94935681199556,91.94533912446978,91.12332418315296,90.37244737106502,89.61799055572044,88.88247311244328,88.28923192762387,87.98620197454503,87.2939910222757,86.7146079145788,85.97089110900417,85.29946727241861,84.64929248742091,84.10859651169102,84.02198352967534,89.17377502617957,88.58585252003357,96.47057872484903,84.02198352967534
20190630_0400,96.07146610372078,94.66810482711472,93.5626922086426,92.44700151630461,91.40187153331539,90.38849964373193,89.52952983008842,89.06020295153945,88.23125897166139,87.55336803241866,86.66725948441024,85.83993228019646,85.08235739749931,84.41878647128318,84.19624884949089,83.89599051183653,83.56097149739988,83.01715745431743,88.31070553138733,87.89231350204003,96.07146610372078,83.01715745431743
20190630_0430,95.84015169975089,94.19288826578868,92.98642716829826,91.63457174499753,90.92168916102045,89.91570824590234,89.24312956955657,88.27687514218965,87.35508204559076,86.7499460112412,85.9766653078052,85.50375842599959,85.10349096511113,84.53403947935205,83.91874085511265,83.47297270767194,82.9557199790743,82.8557108558402,87.85764264612797,87.05251402841598,95.84015169975089,82.8557108558402
20190630_0500,95.29587572076437,93.68637554696097,92.1078250787312,90.92919561946182,89.76095971803433,88.86665180772842,88.00109940745172,86.93714553637109,86.36746308265997,85.84443615526128,85.26967240660522,84.53311560754388,83.94322345802908,83.31764675992382,83.1357594976909,82.86310183030554,82.6580022888924,82.29699937985104,86.98969716123706,86.10594961896062,95.29587572076437,82.29699937985104
20190630_0530,95.01559611096162,92.80800442534596,91.2803823905414,89.97310378198473,89.0737145767339,88.61050834891404,88.09845239923735,87.42067694397065,86.69312789503893,85.97585691997307,85.17081812313133,84.90901594949193,84.50239686992231,84.09658617818485,83.58256700091579,83.12559690780105,82.31790197951084,81.8056150618821,86.91444010353011,86.33449240750599,95.01559611096162,81.8056150618821
20190630_0600,94.76245523552379,92.67762301641835,91.3311953399906,90.31470538305457,89.51902078827052,88.81895692563178,87.89970447650536,87.12492248138109,86.51655289570296,85.81371741763971,85.34808602632341,84.74756935101469,83.94599507345359,83.25366863720825,82.96045482209115,82.5496783193848,82.20149413168176,81.5703742027275,86.742009695778,86.16513515667134,94.76245523552379,81.5703742027275
20190630_0630,94.83197658908838,92.71631014838536,91.08509898709005,89.75299132368887,88.58198380683689,88.05479945630144,87.32794331122585,86.5896542525242,85.82388000752955,84.79099132599856,83.85025885733225,83.13622143359498,82.78157014323477,82.57612414989359,82.25554063245954,81.71311239708933,81.04041823676755,80.67722113218181,85.97700534395683,85.30743566676406,94.83197658908838,80.67722113218181
20190630_0700,94.59142346703683,92.54712612351473,91.10704094253403,89.73289711186125,88.78719883222604,88.04971816135651,87.11014053245042,86.11767124252674,85.33850085631369,84.96098373870133,84.44199875046337,83.59596314213421,82.9418619019518,82.07272949841845,81.67096074584171,81.4798347655271,81.31053525668047,80.87042582406478,85.92927838297797,85.14974229750752,94.59142346703683,80.87042582406478
20190630_0730,94.60597444801546,92.58985519464247,91.09826416035644,89.65875639925582,88.49675663253346,87.56757256146923,87.03992627502971,86.15924547389427,85.04609542902874,84.13654363388808,82.99717872646582,82.50533247259277,82.08104434469196,81.83471702383936,81.55894128910143,81.49346187469759,81.44715280031319,81.36966305240317,85.6492489884566,84.59131953145841,94.60597444801546,81.36966305240317
20190630_0800,94.39717941936966,92.16429674300542,90.38757577192376,89.10096879507485,87.93723676871215,86.91647390466336,86.12009640602318,85.11919678584998,84.35157479723901,83.79332525715394,83.44040622643405,83.05942458954108,82.70338749146862,82.47669244653957,82.43130724396336,82.30508325817252,82.41410013153624,82.25715740812383,85.6319713024886,84.07245002719648,94.39717941936966,82.25715740812383
20190630_0830,94.19716117290146,91.83805451074636,89.84099011341681,88.16670342906569,86.8454512594105,86.0329060041274,85.26332078792407,84.44788843324045,83.655552873761,83.27953704783693,82.78203207913886,82.7082378184615,82.45498145904764,82.24122061943295,82.14398311162334,81.85123123241034,81.27970103508288,81.1069370069556,85.00754944414354,83.46754496079896,94.19716117290146,81.1069370069556
20190630_0900,93.71120460180548,90.92538464825313,89.16090497862969,87.59655903945048,86.70040338552825,86.04930472872236,85.47153839668977,84.95497857194825,84.71708158134518,84.23736114495433,83.74112649999249,83.45368688367645,83.04060070144968,82.53073894731736,82.25392385679525,81.79949441115298,81.42659665258148,81.00046078106432,85.15396387840872,84.47722136314977,93.71120460180548,81.00046078106432
20190630_0930,93.3147481121257,90.86059813770541,89.12799204546373,88.00294715106806,87.14305346561638,86.47821221566402,85.70573990006017,84.88580367031172,84.22973920253696,83.73685359287973,83.22283441561066,82.94959932834519,82.40266721791018,82.0398165652525,81.62857812664204,81.58792776708268,81.44969344778565,81.40673340870588,85.0096409872648,83.98329639770834,93.3147481121257,81.40673340870588
20190630_1000,93.73349300917752,91.79059059660177,90.04539675097382,88.81168143514246,87.86875477093176,87.37875626067505,86.81773510516548,86.07355636368675,85.62097466166082,84.99759215909997,84.49870138268965,84.1134468386839,83.83871045973017,83.44109913029017,83.25586283275264,83.26694929445065,83.55242568317433,83.4279339570238,86.25187003843946,85.3092834103804,93.73349300917752,83.25586283275264
20190630_1030,94.25051476982311,92.13103735791141,90.69337734042713,89.73405195162145,89.22511406929732,88.83235306685022,88.33969842514502,87.92557288713404,87.2370574220974,86.65721237849641,86.38224503159064,86.13695706652223,85.8451290591174,85.66312631290846,85.40963898554256,85.21689622956366,85.07219480760946,84.79330100551898,87.75252656484317,86.9471349002969,94.25051476982311,84.79330100551898
20190630_1100,94.49638015477161,92.65290944554988,91.64808337019197,90.69915153922817,89.99077283031593,89.54777629829974,89.27927605405111,88.83443177841859,88.68349422175926,88.52308697906622,88.44640561898834,88.30274355281833,88.1214337104655,88.18945377234182,88.08147625476226,88.14002663060488,87.95467484909132,87.56618675375698,89.397653545249,88.60329060041275,94.49638015477161,87.56618675375698
20190630_1130,95.04539097677501,93.3987049626929,92.38440920130128,91.75837056729193,91.22252491855492,91.00818665906012,90.8175226146496,90.4457796958383,90.08200517137244,89.72885517270052,89.5222543395991,89.23007988026622,89.14612302969901,88.93328606189247,88.61547415988295,88.25666544638598,88.02015426349516,87.91552578122023,90.3072951612599,89.90543017203649,95.04539097677501,87.91552578122023
20190630_1200,95.37278804879429,94.04864877973857,92.98896781577072,92.37701822683594,92.07214053014074,91.7355047400398,91.37658054256683,90.95067563900172,90.57131077777302,90.25615500721197,89.89676887383492,89.50932013428476,89.16483143381441,88.75162976761159,88.5632754027215,88.33045970706334,88.17651956702748,88.11358080009609,90.68089865524043,90.4137328924925,95.37278804879429,88.11358080009609
20190630_1230,95.80123359983186,94.49222273163487,93.71316782939783,93.42180175789709,93.06553369187259,92.69090367366076,92.5143286743248,92.08010892448618,91.60777946256067,91.3494418082019,91.09514609300386,90.81209486777662,90.460677128745,90.00128187213383,89.71257193208156,89.50989755416488,89.45238653410647,89.29994768575887,91.72669587897998,91.47861063538129,95.80123359983186,89.29994768575887
20190630_1300,96.42207545492025,95.27901506026531,94.36184132270726,93.77945563163384,93.35609137554118,92.98019103359313,92.69471464486945,92.31338655604841,91.95792687785607,91.47046901507181,91.07597575298439,90.70885219321393,90.21354142006027,90.04458836314167,89.91166630674161,89.74386808958323,89.54257951937879,89.38875486331894,91.95805519338498,91.71419794646394,96.42207545492025,89.38875486331894
20190630_1330,96.58294463351737,95.40350678641585,94.66660353542645,94.09726753364338,93.62620839545409,93.11334405794524,92.60521456345326,92.20656387822908,91.61805753642653,91.03220732607247,90.74164964240387,90.53712752087084,90.30904666822956,90.01017413828745,89.81235008736363,89.61394861655971,89.26969088404138,88.83246855082622,91.89324301973147,91.3251324312495,96.58294463351737,88.83246855082622
20190630_1400,97.20424842450986,96.23094947460565,95.39831000749491,94.73843456851144,94.25143864163128,93.80324533069414,93.32156166671093,93.00351879674935,92.67796946834642,92.36004208236086,91.89360230321242,91.59011041422947,91.35302181145855,90.94247627670423,90.57858626826236,90.1822452625586,89.80530556482636,89.60875183763876,92.7191010111392,92.51900577535363,97.20424842450986,89.60875183763876
20190630_1430,97.2266523158579,96.05876286635848,95.21572984140586,94.41161491637227,93.94875514048047,93.46915018806565,93.12316019590702,92.7181578920017,92.48372542067925,92.20425419870865,91.99880820536747,91.68319049890232,91.31872307058035,90.8268768167073,90.44000549703726,89.92078954084725,89.40319036032155,88.86722922760852,92.51770978851162,92.34398980969395,97.2266523158579,88.86722922760852
20190630_1500,97.09858058645072,96.08763386036371,95.30569185872614,94.82296883895876,94.37096455681292,93.92323318177986,93.70104201191563,93.29015002523326,92.7429869468462,92.33613689932454,91.82569772531212,91.28465529765417,90.89189429520707,90.45755906139243,89.99747090092515,89.84526302052959,89.36704387582701,89.05385133285832,92.57793468200653,92.53956192308537,97.09858058645072,89.05385133285832
20190630_1530,97.14535159673919,96.0864790206035,95.48457653758253,94.85738306381299,94.34059227111942,93.87830991510772,93.6372948571521,93.16138539196994,92.51340480251663,92.04280760023143,91.51446840993577,91.09272092950744,90.80204776186281,90.22301110609398,89.77678102274919,89.4210903766048,89.07683264408647,88.81491498647105,92.43719179411927,92.27810620137403,97.14535159673919,88.81491498647105
20190630_1600,97.4265550783501,96.41249028491052,95.72212707625754,95.20718402718032,94.54880987988513,93.98328484931073,93.62990388268676,93.16404152341842,92.54677967158666,92.07317988592493,91.46700449579119,90.97134727070946,90.53805139267901,90.12635101816447,89.73867131066228,89.3487974076157,89.07440748059004,88.69769875080983,92.48203807147405,92.3099797787558,97.4265550783501,88.69769875080983
20190630_1630,97.60948169636721,96.58294463351737,95.68009090898593,94.88602308986617,94.26575865465787,93.60669160350655,93.1180789009621,92.33636786727658,91.66748467816348,91.0908731858911,90.62212372722223,90.12935360154101,89.69709707929476,89.37408839836428,88.98906482231058,88.54110247932549,87.82856634727648,87.29768650950838,91.85127101022431,91.37917893202729,97.60948169636721,87.29768650950838
20190630_1700,97.58303586585843,96.49679358740578,95.5281139965424,94.71014099438632,93.86410538605716,93.24753643808154,92.82463411789297,92.27862587926612,91.63803626427816,91.05819122067717,90.42222096473004,89.87621272610319,89.33320707085288,88.80047948946844,88.56673992200213,88.03770782785034,87.58212354244786,86.87293644570347,91.59560231886692,91.34811374247766,97.58303586585843,86.87293644570347
20190630_1730,97.22295682862524,95.99409183978676,94.93960765473986,94.10361915232453,93.41187013595929,92.65775977254276,92.2685787733523,91.64785240223992,91.05657444501288,90.36759704407214,89.69594223953456,89.3194644777064,88.7632936491897,88.46673079876801,87.90016641240945,87.42552727096353,86.94303521914817,86.37162050579673,91.03090492345402,90.71208574454252,97.22295682862524,86.37162050579673
20190630_1800,96.98563725790228,95.65653217787766,94.80426043484337,94.00049196173785,93.23148416541463,92.43949505786324,91.64808337019197,90.77456257556983,90.13778393179055,89.3918729306715,88.90545442367144,88.27572030242943,87.81886569329073,87.34468848774888,86.9001906640444,86.47162962903082,86.22587972805833,85.86418391516085,90.38204537262764,89.76482843123102,96.98563725790228,85.86418391516085
20190630_1830,96.77788158504067,95.36528159035294,94.33239290882194,93.27917904751126,92.32112398244182,91.4631935245825,90.72883092106555,90.01363865756808,89.27488766296233,88.55588442825616,87.98308390719247,87.48338474295,86.89580227295562,86.6433543013739,86.47832769964003,86.18303517295458,85.6186649821404,85.25431303779443,89.70290335697804,88.91538604560924,96.77788158504067,85.25431303779443
20190630_1900,96.45695161567856,94.9579696069272,93.71420718518202,92.69517658077353,91.87281518752866,91.03301571390462,90.598795964066,89.99019541043583,89.36854516751528,88.87866214123459,88.35713650552418,87.80858761942487,87.36224205210405,86.90688873465362,86.40395601908257,85.90102330351152,85.57847655848512,85.41252608494308,89.6276206361653,89.12360365437493,96.45695161567856,85.41252608494308
20190630_1930,96.36745153426236,94.8475669258512,93.72436977507186,92.87971997445494,92.08888570666377,91.43074252732062,90.87872912194068,90.35674155032618,89.86281658488477,89.31703931420995,88.69758326683382,88.16300794183303,87.66966039627172,87.23890516571373,86.90042163199645,86.51112514882998,85.9993001671053,85.35039570584384,89.90469235774522,89.58992794954736,96.36745153426236,85.35039570584384
