t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,mean,median,max,min
20190815_0000,85.58678968698801,79.85801100198726,74.85279368080585,70.5634672560506,66.34883040659767,61.91111976704078,60.6659826075652,58.29930467394217,56.76229174754235,55.85830058373378,54.54240981820268,52.78172201620277,51.04623371870961,49.91510493941114,49.00463507812642,48.068317707969726,46.957303168844014,46.020084862462355,59.39126126234347,56.310296165638064,85.58678968698801,46.020084862462355
20190815_0030,84.08324851786494,77.08601578004743,71.67710708890236,67.68297167204,63.845050555338226,61.59812932258589,61.56659980546648,59.93750289338456,57.32530137237132,55.004175336449066,53.14957102987285,52.02359820165115,51.35867594808209,50.758529074876925,50.00709419514667,49.42153167566005,49.5187014693451,49.323287257515965,59.187060622033385,56.16473835441019,84.08324851786494,49.323287257515965
20190815_0100,83.82139178834649,77.59978172747117,72.95005624569086,68.87229862475444,65.15551518248313,61.53897011598474,59.93962511408045,57.40134413234534,55.87089362703372,54.80114079250232,53.30637977112315,52.40691377359737,51.88955413372791,51.51594147049157,51.21181341580618,50.14514185562493,49.281747628628914,47.94672740472375,59.20306871135646,55.33601720976802,83.82139178834649,47.94672740472375
20190815_0130,83.34941362184563,76.11579685072559,70.10823580047051,64.94345953562014,61.22919819363937,58.840598919747976,57.47247697818789,56.01194782162276,54.361524780704805,53.43904625522452,53.208763035419395,52.234744352292694,51.29338770050993,50.40461454648333,48.919007500571794,49.212741391832246,49.1195620005919,48.69036396236529,57.71971573599199,53.90028551796466,83.34941362184563,48.69036396236529
20190815_0200,82.81343396006355,76.15591248358886,71.26653248993674,67.51806770635224,64.50891540800464,61.38483362038948,60.24253944827297,59.66734523919681,58.295410219737356,56.288647806420855,54.98030164351944,53.393026226620485,53.95994654572714,54.0354139490994,53.507586624258266,53.076226028771245,52.11673422119283,50.696933863443796,60.2171004158109,57.2920290130791,82.81343396006355,50.696933863443796
20190815_0230,84.56705882352941,78.47224985080564,73.86036956213556,70.24549492547848,68.01046448763412,65.11399685053746,63.29905961533648,60.974671721334,58.67792205398531,58.65644110457878,58.162661887715714,57.10152243084161,56.480569755992285,55.70182960402206,54.58065978913955,53.05248596787,52.1628882370679,52.07372642561579,62.28855961631223,58.667181579282044,84.56705882352941,52.07372642561579
20190815_0300,84.79884545820877,79.39412653784271,74.83750771416263,70.86256850630083,66.34837935849022,62.578546575581754,62.82199546222499,61.93879614649212,60.86113123790482,60.080802815065816,58.53242085840573,56.81715575620766,55.413675510086115,54.38723544512995,53.900561680882056,53.25899499330351,51.680717455240874,51.46412373531807,62.22097695815827,60.47096702648532,84.79884545820877,51.46412373531807
20190815_0330,85.21423834986385,78.75368333285961,73.66105790425625,71.44750702041256,68.96307529601961,66.18735069694088,65.60455559036544,64.33293935140725,62.695879750793246,60.85138218333388,59.22686144728589,58.67146088267703,57.89391557496361,56.8667010744616,56.666223239770254,57.22417437678169,56.184589838795226,55.44158883919259,64.21595470834336,61.77363096706357,85.21423834986385,55.44158883919259
20190815_0400,85.1017052933037,79.57215978502799,75.09183196420223,71.91731985854332,69.00441263533321,66.49308145830825,64.30704074707366,62.18309351653895,61.24099130293579,60.00440511759749,58.05108233037224,57.65035373826962,57.55124590953521,56.260285633216675,54.83962140914651,54.89307771609083,55.437637019400775,54.475930993176824,63.5597375793374,60.62269821026664,85.1017052933037,54.475930993176824
20190815_0430,86.39496927577433,80.67958524964236,76.01929310700002,71.85875456907354,68.99547919796318,67.2084241036384,66.09231225539152,64.03346438822042,63.477664119562185,63.09902771136462,61.944314086412945,60.30488613650812,60.040984072615956,60.295128764275944,59.83124555240536,58.99840360554832,59.0133241520227,58.43972528179846,65.92927697940102,63.2883459154634,86.39496927577433,58.43972528179846
20190815_0500,85.5902581212435,79.86166662236003,76.10281305951766,72.70548892711503,69.48010323509993,68.33150878390227,68.2226103436423,66.56349766129631,65.0082154543635,64.60670259268682,64.79729247158731,64.34403769647915,63.63207460744975,63.70838274195019,62.895934851422155,62.0803446299991,61.01347576425642,59.72091498677157,67.70362903061904,64.9027539629754,85.5902581212435,59.72091498677157
20190815_0530,86.12516683533536,79.96564132098783,76.51598407697756,73.95880412728025,71.22642530540969,68.85377307241933,67.92505993485965,67.05858359735159,66.03093136087136,65.43529162597514,65.04701533444839,63.87206123307734,63.552749799025854,61.88366456385531,60.659069673354985,60.58877159309021,59.48829965234079,58.75820292781424,67.60808311302638,65.73311149342325,86.12516683533536,58.75820292781424
20190815_0600,86.45213668905456,81.05177809528989,76.68736689158257,73.60397926230218,70.95056922078689,68.90152955283246,68.36202513256337,67.35865713756498,65.43799706586364,64.14666194731458,62.345891455839094,60.34279687954307,59.2292467795245,58.33481306106343,58.27161587744625,57.67364762057916,56.89117516452703,55.814898317964214,66.21426589731345,64.79232950658911,86.45213668905456,55.814898317964214
20190815_0630,85.81722014875214,80.36851500532121,76.8876789831625,73.9454693388767,71.56961061900306,69.36645059787533,68.11296018067505,65.78391309161094,63.38918026418027,61.853385714009256,60.10051813723227,59.42709607415249,58.37913859345611,57.52039143718899,56.31757929755699,56.15775370944592,55.91624164227468,54.709955241599516,65.31239211535407,62.621282989094766,85.81722014875214,54.709955241599516
20190815_0700,87.003389078778,81.8830913330966,77.86778533198321,74.09349780675181,70.94764006392869,68.23893025705132,66.38573965638963,65.03080409088126,64.27748205303511,63.07658353564335,61.641690786419176,60.3912247358836,60.354898281724246,59.99384289531692,58.53589787335049,57.67921537888928,57.36006415396954,56.89822428239456,66.20333342197148,63.67703279433923,87.003389078778,56.89822428239456
20190815_0730,87.20697401836296,81.60172519294922,77.02591802324714,73.37687549924695,70.86041856593602,68.42376878155983,67.15074364494657,65.7422811992511,64.17322736465675,63.63294061691819,62.98188872914259,61.53273088928787,60.40636632328754,60.35346978543045,60.64723271794672,59.83279236746336,58.959999999999994,57.75647247392611,66.75921256630886,63.90308399078747,87.20697401836296,57.75647247392611
20190815_0800,86.41817652437311,80.99951906631998,76.1171632121035,71.81459246871815,68.65175480999144,66.1983415497147,65.05796351602642,63.54009309173446,61.442596540374694,60.40112035655143,60.44973511169265,60.62010879456431,60.00396055691524,59.372127357308,58.37698469314962,57.66986020388851,57.46206811880378,56.739745767073224,65.07421731885017,61.031352667469505,86.41817652437311,56.739745767073224
20190815_0830,85.10552451893234,79.30414573649874,75.5508957708085,72.8018140116764,70.00499604479788,67.20603874304064,66.18335872294972,65.39911972558582,64.47495392093292,63.3381455089068,62.29262516655201,61.24834270856129,60.191751730338474,59.41538477437489,58.41315685581898,57.41599799398196,56.05922250666385,55.17503499629293,65.53225052426188,63.90654971491986,85.10552451893234,55.17503499629293
20190815_0900,86.10221719348083,81.03385901678881,76.23945978097338,72.49368064778716,70.36417291263486,69.06158474152507,68.20007939658595,67.10295695169619,65.81502164008809,64.8861338725125,63.963884923072015,62.73582258284357,61.38635148172932,60.11621276711286,59.60795330915059,58.99267825297135,58.580162459031406,58.50767780919119,66.95499498550973,65.3505777563003,86.10221719348083,58.50767780919119
